curve_number,eqp_type,source,model,ref_cap,ref_cap_unit,full_eff,full_eff_unit,compressor_type,condenser_type,compressor_speed,sim_engine,min_plr,min_unloading,max_plr,out_var,type,ref_evap_fluid_flow,ref_cond_fluid_flow,ref_lwt,ref_ect,ref_lct,units,x_min,y_min,x_max,y_max,out_min,out_max,coeff1,coeff2,coeff3,coeff4,coeff5,coeff6,coeff7,coeff8,coeff9,coeff10
63,chiller,2,ect_lwt,465.0,ton,6.36,cop,centrifugal,water,constant,energyplus,0.18,0.18,1.05,eir-f-plr,quad,0.03432,0.050350000000000006,8.89,26.67,,si,0.18,0.0,1.05,,0.0,,0.2581595,0.2707154,0.47074249999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,chiller,2,ect_lwt,465.0,ton,6.36,cop,centrifugal,water,constant,energyplus,0.18,0.18,1.05,cap-f-t,bi_quad,0.03432,0.050350000000000006,8.89,26.67,,si,7.22,12.78,12.78,26.67,0.0,,0.7639212,0.01160405,-0.005344185,0.03306796,-0.002100827,0.004920586,0.0,0.0,0.0,0.0
64,chiller,2,ect_lwt,471.0,ton,8.24,cop,centrifugal,water,variable,energyplus,0.17,0.17,1.04,eir-f-t,bi_quad,0.04322,0.06296,6.11,12.78,,si,6.11,12.78,12.78,23.89,0.0,,0.7730916,-0.08073559,-0.002161313,0.06144398,-0.001953734,0.004056527,0.0,0.0,0.0,0.0
64,chiller,2,ect_lwt,471.0,ton,8.24,cop,centrifugal,water,variable,energyplus,0.17,0.17,1.04,eir-f-plr,quad,0.04322,0.06296,6.11,12.78,,si,0.17,0.0,1.04,,0.0,,0.1982584,0.04414042,0.7642945999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,chiller,2,ect_lwt,471.0,ton,8.24,cop,centrifugal,water,variable,energyplus,0.17,0.17,1.04,cap-f-t,bi_quad,0.04322,0.06296,6.11,12.78,,si,6.11,12.78,12.78,23.89,0.0,,0.7611705999999999,-0.028670670000000002,-0.0023633580000000003,0.04097113,-0.0023430440000000003,0.004547017,0.0,0.0,0.0,0.0
65,chiller,2,ect_lwt,473.0,ton,9.34,cop,centrifugal,water,constant,energyplus,0.17,0.17,1.03,eir-f-t,bi_quad,0.04139,0.0776,5.5600000000000005,12.78,,si,5.5600000000000005,12.78,8.89,29.44,0.0,,1.028094,-0.06127553,0.003236371,0.01656482,0.000297685,-0.00044183600000000003,0.0,0.0,0.0,0.0
65,chiller,2,ect_lwt,473.0,ton,9.34,cop,centrifugal,water,constant,energyplus,0.17,0.17,1.03,eir-f-plr,quad,0.04139,0.0776,5.5600000000000005,12.78,,si,0.17,0.0,1.03,,0.0,,0.2127966,0.3131004,0.47260179999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,chiller,2,ect_lwt,473.0,ton,9.34,cop,centrifugal,water,constant,energyplus,0.17,0.17,1.03,cap-f-t,bi_quad,0.04139,0.0776,5.5600000000000005,12.78,,si,5.5600000000000005,12.78,8.89,29.44,0.0,,0.9112226,-0.04546497,0.0044311260000000005,0.0243916,-0.0014158360000000002,0.001877877,0.0,0.0,0.0,0.0
66,chiller,2,ect_lwt,476.0,ton,7.89,cop,centrifugal,water,constant,energyplus,0.32,0.32,1.02,eir-f-t,bi_quad,0.07571,0.09085000000000001,4.44,12.78,,si,4.44,12.78,8.89,29.44,0.0,,0.9868509999999999,-0.06325526000000001,0.0034986320000000002,0.01699731,0.00025734900000000003,-0.00042335500000000004,0.0,0.0,0.0,0.0
66,chiller,2,ect_lwt,476.0,ton,7.89,cop,centrifugal,water,constant,energyplus,0.32,0.32,1.02,eir-f-plr,quad,0.07571,0.09085000000000001,4.44,12.78,,si,0.32,0.0,1.02,,0.0,,0.33864099999999997,0.2621224,0.3987109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,chiller,2,ect_lwt,476.0,ton,7.89,cop,centrifugal,water,constant,energyplus,0.32,0.32,1.02,cap-f-t,bi_quad,0.07571,0.09085000000000001,4.44,12.78,,si,4.44,12.78,8.89,29.44,0.0,,0.2925408,-0.04406182,-0.001292074,0.09008701,-0.002646719,0.003388396,0.0,0.0,0.0,0.0
67,chiller,2,ect_lwt,478.0,ton,6.59,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.02,eir-f-t,bi_quad,0.043660000000000004,0.05142000000000001,5.5600000000000005,23.89,,si,5.5600000000000005,18.33,10.0,23.89,0.0,,0.434463,-0.005781149,0.000285231,0.02723246,0.00012808,-0.0008964330000000001,0.0,0.0,0.0,0.0
67,chiller,2,ect_lwt,478.0,ton,6.59,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.02,eir-f-plr,quad,0.043660000000000004,0.05142000000000001,5.5600000000000005,23.89,,si,0.1,0.0,1.02,,0.0,,0.1619116,0.23624199999999998,0.6032459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,chiller,2,ect_lwt,478.0,ton,6.59,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.02,cap-f-t,bi_quad,0.043660000000000004,0.05142000000000001,5.5600000000000005,23.89,,si,5.5600000000000005,18.33,10.0,23.89,0.0,,0.6792986999999999,-0.05291217,-0.005280108,0.05252682,-0.002523689,0.00734494,0.0,0.0,0.0,0.0
68,chiller,2,ect_lwt,490.0,ton,8.32,cop,centrifugal,water,variable,energyplus,0.18,0.18,1.04,eir-f-t,bi_quad,0.04757,0.06934,6.11,12.78,,si,6.11,12.78,12.78,23.89,0.0,,0.29505739999999997,-0.1036684,-0.004169567,0.12567899999999999,-0.0040042030000000004,0.006718687,0.0,0.0,0.0,0.0
68,chiller,2,ect_lwt,490.0,ton,8.32,cop,centrifugal,water,variable,energyplus,0.18,0.18,1.04,eir-f-plr,quad,0.04757,0.06934,6.11,12.78,,si,0.18,0.0,1.04,,0.0,,0.237401,-0.1796745,0.9441507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,chiller,2,ect_lwt,490.0,ton,8.32,cop,centrifugal,water,variable,energyplus,0.18,0.18,1.04,cap-f-t,bi_quad,0.04757,0.06934,6.11,12.78,,si,6.11,12.78,12.78,23.89,0.0,,0.4742518,-0.05109937,-0.0028453230000000003,0.08257997,-0.003404799,0.005625321,0.0,0.0,0.0,0.0
69,chiller,2,ect_lwt,491.0,ton,9.04,cop,centrifugal,water,constant,energyplus,0.17,0.17,1.03,eir-f-t,bi_quad,0.03912,0.07192000000000001,7.78,12.78,,si,4.44,12.78,8.89,29.44,0.0,,1.072553,-0.008058631,-0.0021096080000000002,-0.0012629100000000001,0.000615544,0.00047967500000000004,0.0,0.0,0.0,0.0
69,chiller,2,ect_lwt,491.0,ton,9.04,cop,centrifugal,water,constant,energyplus,0.17,0.17,1.03,eir-f-plr,quad,0.03912,0.07192000000000001,7.78,12.78,,si,0.17,0.0,1.03,,0.0,,0.24658239999999998,0.4494453,0.303768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,chiller,2,ect_lwt,491.0,ton,9.04,cop,centrifugal,water,constant,energyplus,0.17,0.17,1.03,cap-f-t,bi_quad,0.03912,0.07192000000000001,7.78,12.78,,si,4.44,12.78,8.89,29.44,0.0,,0.6509915,0.025676420000000002,-0.005417815,0.03406103,-0.00170364,0.0033361640000000004,0.0,0.0,0.0,0.0
70,chiller,2,ect_lwt,498.0,ton,6.73,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.06,eir-f-t,bi_quad,0.04145,0.09337000000000001,8.89,26.67,,si,7.22,12.78,12.78,26.67,0.0,,0.8089394999999999,0.02628482,-0.0017734970000000002,-0.00811843,0.000714681,-0.000648171,0.0,0.0,0.0,0.0
70,chiller,2,ect_lwt,498.0,ton,6.73,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.06,eir-f-plr,quad,0.04145,0.09337000000000001,8.89,26.67,,si,0.1,0.0,1.06,,0.0,,0.22507249999999998,0.2648297,0.5095786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,chiller,2,ect_lwt,498.0,ton,6.73,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.06,cap-f-t,bi_quad,0.04145,0.09337000000000001,8.89,26.67,,si,7.22,12.78,12.78,26.67,0.0,,0.7923045,0.10036719999999999,-0.0043489,0.0037555720000000004,-0.0007675490000000001,0.00067886,0.0,0.0,0.0,0.0
71,chiller,2,ect_lwt,500.0,ton,5.96,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.02,eir-f-t,bi_quad,0.06309000000000001,0.06309000000000001,5.5600000000000005,24.44,,si,5.5600000000000005,12.78,10.0,24.44,0.0,,0.4910329,-0.09895115,0.004257871,0.05433817,-0.0008184910000000001,0.000617881,0.0,0.0,0.0,0.0
71,chiller,2,ect_lwt,500.0,ton,5.96,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.02,eir-f-plr,quad,0.06309000000000001,0.06309000000000001,5.5600000000000005,24.44,,si,0.2,0.0,1.02,,0.0,,0.36947969999999997,0.09551656,0.5347291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,chiller,2,ect_lwt,500.0,ton,5.96,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.02,cap-f-t,bi_quad,0.06309000000000001,0.06309000000000001,5.5600000000000005,24.44,,si,5.5600000000000005,12.78,10.0,24.44,0.0,,1.074211,0.007710761000000001,-0.00316677,-0.01868765,0.00012738700000000002,0.0027445860000000002,0.0,0.0,0.0,0.0
72,chiller,2,ect_lwt,500.0,ton,5.76,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.02,eir-f-t,bi_quad,0.06309000000000001,0.06309000000000001,5.5600000000000005,24.44,,si,5.5600000000000005,12.78,10.51,24.44,0.0,,0.6794525,0.06694756,-0.0036253960000000003,-0.01018762,0.001066394,-0.0021134020000000003,0.0,0.0,0.0,0.0
72,chiller,2,ect_lwt,500.0,ton,5.76,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.02,eir-f-plr,quad,0.06309000000000001,0.06309000000000001,5.5600000000000005,24.44,,si,0.1,0.0,1.02,,0.0,,0.07859908,0.19502909999999998,0.7241580999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,chiller,2,ect_lwt,500.0,ton,5.76,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.02,cap-f-t,bi_quad,0.06309000000000001,0.06309000000000001,5.5600000000000005,24.44,,si,5.5600000000000005,12.78,10.51,24.44,0.0,,0.4575085,0.1313508,-0.004408831,0.01930354,-0.0005479640000000001,-0.00137658,0.0,0.0,0.0,0.0
73,chiller,2,ect_lwt,500.0,ton,6.26,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.1400000000000001,eir-f-t,bi_quad,0.06309000000000001,0.06309000000000001,5.5600000000000005,24.44,,si,5.5600000000000005,12.78,10.0,24.44,0.0,,0.23111969999999998,0.09581517,-0.005672726,0.02766035,-0.00014112100000000002,-0.0010112160000000001,0.0,0.0,0.0,0.0
73,chiller,2,ect_lwt,500.0,ton,6.26,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.1400000000000001,eir-f-plr,quad,0.06309000000000001,0.06309000000000001,5.5600000000000005,24.44,,si,0.1,0.0,1.1400000000000001,,0.0,,0.1720545,0.5598164,0.2626117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,chiller,2,ect_lwt,500.0,ton,6.26,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.1400000000000001,cap-f-t,bi_quad,0.06309000000000001,0.06309000000000001,5.5600000000000005,24.44,,si,5.5600000000000005,12.78,10.0,24.44,0.0,,0.8975936,-0.0145974,0.003647187,0.032025450000000004,-0.001190379,0.000329781,0.0,0.0,0.0,0.0
74,chiller,2,ect_lwt,500.0,ton,5.96,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.01,eir-f-t,bi_quad,0.06309000000000001,0.06309000000000001,5.5600000000000005,24.44,,si,5.5600000000000005,12.78,10.0,24.44,0.0,,0.494932,0.009099785,-0.000693584,0.03277452,-0.00038954800000000003,-0.000552401,0.0,0.0,0.0,0.0
74,chiller,2,ect_lwt,500.0,ton,5.96,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.01,eir-f-plr,quad,0.06309000000000001,0.06309000000000001,5.5600000000000005,24.44,,si,0.1,0.0,1.01,,0.0,,0.2236154,0.2590053,0.5169137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,chiller,2,ect_lwt,500.0,ton,5.96,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.01,cap-f-t,bi_quad,0.06309000000000001,0.06309000000000001,5.5600000000000005,24.44,,si,5.5600000000000005,12.78,10.0,24.44,0.0,,0.8492365,0.05551947,-0.000297314,0.001164389,-0.000295572,8.460000000000001e-05,0.0,0.0,0.0,0.0
75,chiller,2,ect_lwt,500.0,ton,5.96,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.03,eir-f-t,bi_quad,0.07571,0.09464,6.67,29.44,,si,4.44,23.89,8.89,35.0,0.0,,1.2433130000000001,-0.030317840000000002,0.003452464,-0.02739941,0.0009141700000000001,-0.00100008,0.0,0.0,0.0,0.0
75,chiller,2,ect_lwt,500.0,ton,5.96,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.03,eir-f-plr,quad,0.07571,0.09464,6.67,29.44,,si,0.2,0.0,1.03,,0.0,,0.1871377,0.5849639,0.22914469999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,chiller,2,ect_lwt,500.0,ton,5.96,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.03,cap-f-t,bi_quad,0.07571,0.09464,6.67,29.44,,si,4.44,23.89,8.89,35.0,0.0,,0.09566057,-0.02457943,-0.006827143000000001,0.0711936,-0.00204768,0.0052488,0.0,0.0,0.0,0.0
76,chiller,2,ect_lwt,500.0,ton,6.28,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.06,eir-f-t,bi_quad,0.07571,0.09464,6.67,29.44,,si,4.44,15.56,8.89,35.0,0.0,,0.5605391,-0.013779940000000001,6.570000000000001e-05,0.01321951,0.000268607,-0.000501145,0.0,0.0,0.0,0.0
76,chiller,2,ect_lwt,500.0,ton,6.28,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.06,eir-f-plr,quad,0.07571,0.09464,6.67,29.44,,si,0.2,0.0,1.06,,0.0,,0.1861223,0.5482049,0.26473769999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,chiller,2,ect_lwt,500.0,ton,6.28,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.06,cap-f-t,bi_quad,0.07571,0.09464,6.67,29.44,,si,4.44,15.56,8.89,35.0,0.0,,0.7079149,-0.002006276,-0.002596043,0.03005922,-0.0010564230000000001,0.002045705,0.0,0.0,0.0,0.0
77,chiller,2,ect_lwt,500.0,ton,5.86,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.02,eir-f-t,bi_quad,0.06303,0.07337,5.5600000000000005,24.44,,si,5.5600000000000005,12.78,10.0,24.44,0.0,,0.1743365,-0.05054806,-0.005424748,0.08244673,-0.0024003920000000003,0.00507872,0.0,0.0,0.0,0.0
77,chiller,2,ect_lwt,500.0,ton,5.86,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.02,eir-f-plr,quad,0.06303,0.07337,5.5600000000000005,24.44,,si,0.2,0.0,1.02,,0.0,,0.278458,-0.5498632,1.269693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,chiller,2,ect_lwt,500.0,ton,5.86,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.02,cap-f-t,bi_quad,0.06303,0.07337,5.5600000000000005,24.44,,si,5.5600000000000005,12.78,10.0,24.44,0.0,,0.3677279,-0.03175504,-0.004096383,0.07527566000000001,-0.00275754,0.00535902,0.0,0.0,0.0,0.0
78,chiller,2,ect_lwt,500.0,ton,6.46,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.02,eir-f-t,bi_quad,0.06309000000000001,0.06309000000000001,5.5600000000000005,24.44,,si,5.5600000000000005,12.78,10.0,24.44,0.0,,0.07989434000000001,0.02062907,-0.00040508300000000004,0.04570552,-0.000146916,-0.001563259,0.0,0.0,0.0,0.0
78,chiller,2,ect_lwt,500.0,ton,6.46,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.02,eir-f-plr,quad,0.06309000000000001,0.06309000000000001,5.5600000000000005,24.44,,si,0.2,0.0,1.02,,0.0,,0.3268954,0.3297771,0.3423342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,chiller,2,ect_lwt,500.0,ton,6.46,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.02,cap-f-t,bi_quad,0.06309000000000001,0.06309000000000001,5.5600000000000005,24.44,,si,5.5600000000000005,12.78,10.0,24.44,0.0,,1.066671,0.0058892400000000004,-0.003155053,-0.01591039,0.00010429,0.0025762560000000003,0.0,0.0,0.0,0.0
79,chiller,2,ect_lwt,500.0,ton,6.87,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.03,eir-f-t,bi_quad,0.06309000000000001,0.06309000000000001,5.5600000000000005,24.44,,si,5.5600000000000005,12.78,10.0,24.44,0.0,,0.6329473,0.005521802,0.000148717,0.0024335760000000002,0.000710013,-0.001108627,0.0,0.0,0.0,0.0
79,chiller,2,ect_lwt,500.0,ton,6.87,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.03,eir-f-plr,quad,0.06309000000000001,0.06309000000000001,5.5600000000000005,24.44,,si,0.2,0.0,1.03,,0.0,,0.24019000000000001,0.5090345,0.2500532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,chiller,2,ect_lwt,500.0,ton,6.87,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.03,cap-f-t,bi_quad,0.06309000000000001,0.06309000000000001,5.5600000000000005,24.44,,si,5.5600000000000005,12.78,10.0,24.44,0.0,,0.8085529,0.03412026,-0.00041845900000000004,0.004111323,-0.00017646300000000002,0.000418475,0.0,0.0,0.0,0.0
80,chiller,2,ect_lwt,505.0,ton,8.0,cop,centrifugal,water,constant,energyplus,0.17,0.17,1.04,eir-f-t,bi_quad,0.04757,0.07003000000000001,6.11,12.78,,si,6.11,12.78,12.78,23.89,0.0,,0.8006719,-0.031370260000000004,0.00040988900000000003,0.03176921,-0.00021045700000000002,-7.66e-05,0.0,0.0,0.0,0.0
80,chiller,2,ect_lwt,505.0,ton,8.0,cop,centrifugal,water,constant,energyplus,0.17,0.17,1.04,eir-f-plr,quad,0.04757,0.07003000000000001,6.11,12.78,,si,0.17,0.0,1.04,,0.0,,0.3276235,0.2787167,0.3952405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,chiller,2,ect_lwt,505.0,ton,8.0,cop,centrifugal,water,constant,energyplus,0.17,0.17,1.04,cap-f-t,bi_quad,0.04757,0.07003000000000001,6.11,12.78,,si,6.11,12.78,12.78,23.89,0.0,,0.48415349999999996,-0.035842599999999995,-0.0014674170000000002,0.07773868,-0.0031258090000000002,0.003729631,0.0,0.0,0.0,0.0
81,chiller,2,ect_lwt,506.0,ton,6.18,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.03,eir-f-t,bi_quad,0.06303,0.08858,6.67,26.11,,si,4.44,15.56,8.89,26.11,0.0,,0.5872331,-0.03907248,0.000347491,0.02950392,-0.000251002,0.000248161,0.0,0.0,0.0,0.0
81,chiller,2,ect_lwt,506.0,ton,6.18,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.03,eir-f-plr,quad,0.06303,0.08858,6.67,26.11,,si,0.2,0.0,1.03,,0.0,,0.3090532,0.2641442,0.4269265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,chiller,2,ect_lwt,506.0,ton,6.18,cop,centrifugal,water,constant,energyplus,0.2,0.2,1.03,cap-f-t,bi_quad,0.06303,0.08858,6.67,26.11,,si,4.44,15.56,8.89,26.11,0.0,,0.27035149999999997,-0.04051337,-0.005968813000000001,0.08261488,-0.003019425,0.00671804,0.0,0.0,0.0,0.0
82,chiller,2,ect_lwt,506.0,ton,6.18,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.02,eir-f-t,bi_quad,0.04454,0.05142000000000001,5.5600000000000005,23.89,,si,5.5600000000000005,18.33,10.0,23.89,0.0,,0.3137523,-0.01879556,-0.0018609070000000002,0.03469711,-0.00015034800000000002,0.000764124,0.0,0.0,0.0,0.0
82,chiller,2,ect_lwt,506.0,ton,6.18,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.02,eir-f-plr,quad,0.04454,0.05142000000000001,5.5600000000000005,23.89,,si,0.1,0.0,1.02,,0.0,,0.1699409,0.1874304,0.6410385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,chiller,2,ect_lwt,506.0,ton,6.18,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.02,cap-f-t,bi_quad,0.04454,0.05142000000000001,5.5600000000000005,23.89,,si,5.5600000000000005,18.33,10.0,23.89,0.0,,0.3331346,-0.05678656,-0.001257764,0.08198893,-0.00261249,0.004226087,0.0,0.0,0.0,0.0
83,chiller,2,ect_lwt,510.0,ton,8.11,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.08,eir-f-t,bi_quad,0.051480000000000005,0.09653,7.22,23.89,,si,5.5600000000000005,12.78,8.89,29.44,0.0,,0.8546273999999999,0.24564729999999999,-0.009770595,-0.07386557,0.002843499,-0.005292981,0.0,0.0,0.0,0.0
83,chiller,2,ect_lwt,510.0,ton,8.11,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.08,eir-f-plr,quad,0.051480000000000005,0.09653,7.22,23.89,,si,0.1,0.0,1.08,,0.0,,0.03187543,0.8272482999999999,0.1279099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,chiller,2,ect_lwt,510.0,ton,8.11,cop,centrifugal,water,constant,energyplus,0.1,0.1,1.08,cap-f-t,bi_quad,0.051480000000000005,0.09653,7.22,23.89,,si,5.5600000000000005,12.78,8.89,29.44,0.0,,1.53614,-0.163076,0.01225832,0.02148166,-0.0016546999999999998,0.0026605680000000003,0.0,0.0,0.0,0.0
84,chiller,2,ect_lwt,510.0,ton,7.9,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.05,eir-f-t,bi_quad,0.051480000000000005,0.09653,7.22,23.89,,si,5.5600000000000005,12.78,8.89,29.44,0.0,,0.5984828999999999,-0.15527000000000002,0.006909012000000001,0.06801572,-0.0007450750000000001,0.00057646,0.0,0.0,0.0,0.0
84,chiller,2,ect_lwt,510.0,ton,7.9,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.05,eir-f-plr,quad,0.051480000000000005,0.09653,7.22,23.89,,si,0.1,0.0,1.05,,0.0,,0.144588,0.10592929999999999,0.7489703999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,chiller,2,ect_lwt,510.0,ton,7.9,cop,centrifugal,water,variable,energyplus,0.1,0.1,1.05,cap-f-t,bi_quad,0.051480000000000005,0.09653,7.22,23.89,,si,5.5600000000000005,12.78,8.89,29.44,0.0,,0.9552267999999999,-0.1553435,0.007958834,0.061323880000000004,-0.0018995940000000001,0.0033232450000000003,0.0,0.0,0.0,0.0
85,chiller,2,ect_lwt,511.0,ton,5.69,cop,centrifugal,water,constant,energyplus,0.39,0.39,1.01,eir-f-t,bi_quad,0.07737000000000001,0.09672000000000001,6.67,29.44,,si,6.67,21.11,10.0,29.44,0.0,,1.08429,-0.04318103,0.001586113,0.001664015,8.04e-05,5.6800000000000005e-05,0.0,0.0,0.0,0.0
85,chiller,2,ect_lwt,511.0,ton,5.69,cop,centrifugal,water,constant,energyplus,0.39,0.39,1.01,eir-f-plr,quad,0.07737000000000001,0.09672000000000001,6.67,29.44,,si,0.39,0.0,1.01,,0.0,,0.5926251,-0.2657314,0.6731750999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,chiller,2,ect_lwt,511.0,ton,5.69,cop,centrifugal,water,constant,energyplus,0.39,0.39,1.01,cap-f-t,bi_quad,0.07737000000000001,0.09672000000000001,6.67,29.44,,si,6.67,21.11,10.0,29.44,0.0,,0.9084595999999999,0.04671596,-0.001188845,-0.0022845960000000003,-3.1700000000000005e-05,-0.000357786,0.0,0.0,0.0,0.0
86,chiller,2,ect_lwt,512.0,ton,6.34,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.03,eir-f-t,bi_quad,0.05161,0.06385,7.22,23.89,,si,6.67,12.78,12.22,23.89,0.0,,0.6931082,-0.01885558,0.000834546,0.01263879,0.00045880300000000003,-0.0008221470000000001,0.0,0.0,0.0,0.0
86,chiller,2,ect_lwt,512.0,ton,6.34,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.03,eir-f-plr,quad,0.05161,0.06385,7.22,23.89,,si,0.2,0.0,1.03,,0.0,,0.1040764,0.2818752,0.6144035999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,chiller,2,ect_lwt,512.0,ton,6.34,cop,centrifugal,water,variable,energyplus,0.2,0.2,1.03,cap-f-t,bi_quad,0.05161,0.06385,7.22,23.89,,si,6.67,12.78,12.22,23.89,0.0,,0.6174860999999999,-0.07299051000000001,-0.001897105,0.07003662000000001,-0.002852439,0.005751931,0.0,0.0,0.0,0.0
87,chiller,2,ect_lwt,531.0,ton,10.09,cop,centrifugal,water,constant,energyplus,0.09,0.09,1.04,eir-f-t,bi_quad,0.07571,0.09085000000000001,7.78,12.78,,si,4.44,12.78,8.89,35.0,0.0,,0.6668391,0.015064850000000001,-0.004249134,0.03588996,-0.000168159,0.000702846,0.0,0.0,0.0,0.0
87,chiller,2,ect_lwt,531.0,ton,10.09,cop,centrifugal,water,constant,energyplus,0.09,0.09,1.04,eir-f-plr,quad,0.07571,0.09085000000000001,7.78,12.78,,si,0.09,0.0,1.04,,0.0,,0.21570019999999998,0.22510159999999999,0.5584287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,chiller,2,ect_lwt,531.0,ton,10.09,cop,centrifugal,water,constant,energyplus,0.09,0.09,1.04,cap-f-t,bi_quad,0.07571,0.09085000000000001,7.78,12.78,,si,4.44,12.78,8.89,35.0,0.0,,0.4451516,-0.01252382,-0.0028780420000000004,0.06132233,-0.002365055,0.004514258,0.0,0.0,0.0,0.0
88,chiller,2,ect_lwt,532.0,ton,6.49,cop,centrifugal,water,constant,energyplus,0.19,0.19,1.02,eir-f-t,bi_quad,0.06303,0.0877,6.67,26.11,,si,4.44,15.56,8.89,29.44,0.0,,1.029608,-0.07149045,0.0020432790000000003,-0.000611647,0.00039083300000000004,0.000687023,0.0,0.0,0.0,0.0
88,chiller,2,ect_lwt,532.0,ton,6.49,cop,centrifugal,water,constant,energyplus,0.19,0.19,1.02,eir-f-plr,quad,0.06303,0.0877,6.67,26.11,,si,0.19,0.0,1.02,,0.0,,0.2984908,0.29068679999999997,0.4089411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,chiller,2,ect_lwt,532.0,ton,6.49,cop,centrifugal,water,constant,energyplus,0.19,0.19,1.02,cap-f-t,bi_quad,0.06303,0.0877,6.67,26.11,,si,4.44,15.56,8.89,29.44,0.0,,0.00565863,-0.038365750000000004,-0.005122195,0.10680629999999999,-0.003377824,0.005650118,0.0,0.0,0.0,0.0
89,chiller,2,ect_lwt,535.0,ton,6.77,cop,centrifugal,water,variable,energyplus,0.09,0.09,1.03,eir-f-t,bi_quad,0.07571,0.09464,6.67,23.89,,si,4.44,12.78,8.89,29.44,0.0,,0.6175311,-0.03913241,0.000617796,0.027756399999999997,-0.000215147,0.00055149,0.0,0.0,0.0,0.0
89,chiller,2,ect_lwt,535.0,ton,6.77,cop,centrifugal,water,variable,energyplus,0.09,0.09,1.03,eir-f-plr,quad,0.07571,0.09464,6.67,23.89,,si,0.09,0.0,1.03,,0.0,,0.06087656,0.4842164,0.4571519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
